"n_date";"n_trans";"n_town";"n_district";"n_views";"n_department";"n_currency";"n_paid";"n_title"
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"8 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"8 ";"Customs, Excise and Service Tax";" INR";400;"
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"9 ";"Police";" INR";200;"
                      I Paid Rs. 200 to Police in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Hyderabad
                      ";" Telangana";"45 ";"Police";" INR";2000;"
                      I Paid Rs. 2000 to Police in Hyderabad.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"11 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Greater Noida
                      ";" Uttar Pradesh";"46 ";"Municipal Services";" INR";20000;"
                      I Paid Rs. 20000 to Municipal Services in Greater Noida.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"6 ";"Stamps and Registration";" INR";2300;"
                      I Paid Rs. 2300 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"0 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"0 ";"Municipal Services";" INR";500;"
                      I Paid Rs. 500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";2000;"
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"12 ";"Police";" INR";700;"
                      I Paid Rs. 700 to Police in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"7 ";"Municipal Services";" INR";900;"
                      I Paid Rs. 900 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"6 ";"Stamps and Registration";" INR";500;"
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"7 ";"Customs, Excise and Service Tax";" INR";400;"
                      I Paid Rs. 400 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"New Domestic Driving License";"New Delhi
                      ";" Delhi";"34 ";"Transport";" INR";300;"
                      I Paid Rs. 300 to Transport in New Delhi.
                    "
"2015-10-12";"Traffic Violations";"Bangalore
                      ";" Karnataka";"8 ";"Police";" INR";500;"
                      I Paid Rs. 500 to Police in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"4 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"5 ";"Transport";" INR";1300;"
                      I Paid Rs. 1300 to Transport in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"6 ";"Transport";" INR";50;"
                      I Paid Rs. 50 to Transport in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"5 ";"Municipal Services";" INR";400;"
                      I Paid Rs. 400 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";600;"
                      I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"4 ";"Municipal Services";" INR";700;"
                      I Paid Rs. 700 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"5 ";"Food, Civil Supplies and Consumer Affairs";" INR";2500;"
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Udaipur
                      ";" Rajasthan";"49 ";"Stamps and Registration";" INR";5000;"
                      I Paid Rs. 5000 to Stamps and Registration in Udaipur.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"12 ";"Commercial Tax, Sales Tax, VAT";" INR";700;"
                      I Paid Rs. 700 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Duliajan Oil Town
                      ";" Assam";"9 ";"Stamps and Registration";" INR";2000;"
                      I Paid Rs. 2000 to Stamps and Registration in Duliajan Oil Town.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"3 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"10 ";"Police";" INR";1000;"
                      I Paid Rs. 1000 to Police in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Hyderabad
                      ";" Telangana";"44 ";"Police";" INR";2500;"
                      I Paid Rs. 2500 to Police in Hyderabad.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"7 ";"Food, Civil Supplies and Consumer Affairs";" INR";900;"
                      I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";250;"
                      I Paid Rs. 250 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"7 ";"Food, Civil Supplies and Consumer Affairs";" INR";600;"
                      I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Tirwaganj
                      ";" Uttar Pradesh";"7 ";"Food, Civil Supplies and Consumer Affairs";" INR";20000;"
                      I Paid Rs. 20000 to Food, Civil Supplies and Consumer Affairs in Tirwaganj.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"9 ";"Transport";" INR";800;"
                      I Paid Rs. 800 to Transport in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Hyderabad
                      ";" Telangana";"47 ";"Passport";" INR";2000;"
                      I Paid Rs. 2000 to Passport in Hyderabad.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"7 ";"Police";" INR";900;"
                      I Paid Rs. 900 to Police in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"10 ";"Stamps and Registration";" INR";2500;"
                      I Paid Rs. 2500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Abohar
                      ";" Punjab";"63 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Abohar.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"2 ";"Police";" INR";600;"
                      I Paid Rs. 600 to Police in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Tirupati
                      ";" Andhra Pradesh";"21 ";"Food, Civil Supplies and Consumer Affairs";" INR";2000;"
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Tirupati.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"6 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Adari
                      ";" Uttar Pradesh";"40 ";"Food, Civil Supplies and Consumer Affairs";" INR";600;"
                      I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Adari.
                    "
"2015-10-12";"Filing FIR";"Abohar
                      ";" Punjab";"67 ";"Police";" INR";467;"
                      I Paid Rs. 467 to Police in Abohar.
                    "
"2015-10-12";"Registration of Property";"Amreli
                      ";" Gujarat";"12 ";"Stamps and Registration";" INR";8500;"
                      I Paid Rs. 8500 to Stamps and Registration in Amreli.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"4 ";"Food, Civil Supplies and Consumer Affairs";" INR";700;"
                      I Paid Rs. 700 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Anugul
                      ";" Orissa";"21 ";"Police";" INR";400;"
                      I Paid Rs. 400 to Police in Anugul.
                    "
