"name","party","storkreds","lokalkreds","ran.last.election","age","sex","title","location","pers.votes","UDDANNELSE__Efter folkeskolereformen får eleverne for lange skoledage","FOREBYGGELSE__Afgiften på cigaretter skal sættes op","SUNDHED__Et besøg hos den praktiserende læge skal koste eksempelvis 100 kr.","VELFÆRD__Mere af ældreplejen skal udliciteres til private virksomheder","ARBEJDSMARKED__Man skal hurtigere kunne genoptjene retten til dagpenge","ARBEJDSMARKED__Virksomheder skal kunne drages til ansvar for, om deres udenlandske underleverandører i Danmark overholder danske regler om løn, moms og skat","ØKONOMI__Vækst i den offentlige sektor er vigtigere end skattelettelser","TRAFIK__Investeringer i kollektiv trafik skal prioriteres højere end investeringer til fordel for privatbilisme","RET__Straffen for grov vold og voldtægt skal skærpes","SOCIAL__Kontanthjælpen skal sænkes, så den økonomiske gevinst ved at arbejde bliver større","INTEGRATION__Offentlige institutioner i Danmark tager for mange hensyn til religiøse minoriteter","EU__EU bestemmer for meget i forhold til dansk lov","UDVIKLING__Ulandsbistanden skal sænkes","KULTUR__Den offentlige kulturstøtte skal sænkes"
"Bent Jensen","venstre","Vestjyllands "," Silkeborg Syd"," Nej ",59," Mand "," Landmand "," 8653 Them",242,"Delvist enig","Hverken enig eller uenig","Helt uenig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Helt enig","Delvist uenig","Helt enig","Delvist enig"
"Kristian Jensen","venstre","Vestjyllands "," Herning nord"," Ja ",44," Mand "," Fhv. minister "," 7400 Herning",14028,"Helt uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Helt uenig"
"Carsten Kissmeyer","venstre","Vestjyllands "," Ikast"," Nej ",62," Mand "," Borgmester "," 7430 Ikast",4567,"Helt uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Delvist uenig"
"Esben Lunde Larsen","venstre","Vestjyllands "," Ringkøbing"," Ja ",36," Mand "," Cand.theol, ph.d. "," 6960 Hvide Sande",10834,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Helt enig","Delvist uenig"
"Kristian Pihl Lorentzen","venstre","Vestjyllands "," Viborg Øst"," Ja ",54," Mand "," Major "," 8643 Ans By",7768,"Delvist uenig","Helt uenig","Helt uenig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt enig","Helt enig"
"Mads Rørvig","venstre","Vestjyllands "," Silkeborg Nord"," Ja ",30," Mand "," Cand.merc. ","  København K",5905,"Helt uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Helt enig","Delvist uenig"
"Inger Støjberg","venstre","Vestjyllands "," Skive"," Ja ",42," Kvinde "," Fhv. minister "," 9560 Hadsund",16356,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Helt enig","Delvist uenig"
"Frede Sørensen","enhedslisten","Vestjyllands "," Struer"," Nej ",59," Mand "," Kirketjener "," 7560 Hjerm",116,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt uenig","Helt uenig"
"Jakob Sølvhøj","enhedslisten","Vestjyllands "," Silkeborg Syd, Viborg Vest"," Nej ",61," Mand "," Sektorformand "," 2730 Herlev",753,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Malte Bang","enhedslisten","Vestjyllands "," Silkeborg Nord, Viborg Øst"," Ja ",24," Mand "," Studerende ","  Aarhus C",486,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Delvist uenig"
"Lea Kielsholm","enhedslisten","Vestjyllands "," Skive, Herning syd"," Nej ",21," Kvinde "," Studerende "," 7330 Brande",849,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Delvist uenig"
"Heidi Steenberg Rud","enhedslisten","Vestjyllands "," Holstebro"," Ja ",44," Kvinde "," Socialrådg.stud. "," 7830 Vinderup",409,"Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Delvist uenig"
"Torben Anton Hansen","enhedslisten","Vestjyllands "," Ikast"," Ja ",58," Mand "," Psykolog "," 8766 Nørre Snede",120,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Jørn Vedel Eriksen","enhedslisten","Vestjyllands "," Herning nord, Struer"," Nej ",64," Mand "," Pensionist "," 7400 Herning",189,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig"
"Johnny Zår","enhedslisten","Vestjyllands "," Ringkøbing"," Nej ",59," Mand "," Datamatiker "," 6893 Hemmet",143,"Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Esben Gade Andersen","enhedslisten","Vestjyllands "," Skive"," Nej ",25," Mand "," Studerende "," 8240 Risskov",245,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt uenig","Helt uenig"
"Sascha Qvortrup","alternativet","Vestjyllands "," Ukendt"," Nej ",45," Kvinde "," Friskoleleder "," Ukendt",833,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"René Gade","alternativet","Vestjyllands "," Ukendt"," Nej ",33," Mand "," Kontaktchef "," 8600 Silkeborg",1112,"Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Jørn Trabjerg Pedersen","alternativet","Vestjyllands "," Ukendt"," Nej ",49," Mand "," Lærer "," 7400 Herning",384,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig"
"Peter Duetoft","socialdemokraterne","Nordjyllands "," Hjørring"," Nej ",65," Mand "," konsulent "," 9870 Sindal",3149,"Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Ane Halsboe-Jørgensen","socialdemokraterne","Nordjyllands "," Brønderslev"," Ja ",32," Kvinde "," Konsulent "," 2300 København S",8285,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Delvist uenig","Delvist enig","Helt uenig","Delvist enig"
"Orla Hav","socialdemokraterne","Nordjyllands "," Aalborg nord"," Ja ",63," Mand "," Lærer "," 9400 Nørresundby",13046,"Delvist uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Per Husted","socialdemokraterne","Nordjyllands "," Mariagerfjord"," Ja ",49," Mand "," Lektor "," 9560 Hadsund",3934,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig"
"Simon Kollerup","socialdemokraterne","Nordjyllands "," Thisted"," Ja ",29," Mand "," Konsulent "," 7741 Frøstrup",10874,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Flemming Møller Mortensen","socialdemokraterne","Nordjyllands "," Himmerland"," Ja ",52," Mand "," Sygeplejerske, salgschef "," 9520 Skørping",7897,"Helt uenig","Delvist enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Rasmus Prehn","socialdemokraterne","Nordjyllands "," Aalborg vest"," Ja ",42," Mand "," Cand.scient.soc. "," 9000 Aalborg",5875,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Delvist enig","Delvist enig","Helt uenig","Helt uenig"
"Morten Ryom","socialdemokraterne","Nordjyllands "," Aalborg øst"," Nej ",23," Mand "," Smed "," 9000 Aalborg",2246,"Delvist uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Kasper Bagnkop","radikale venstre","Nordjyllands "," Frederikshavn"," Nej ",37," Mand "," Lærer "," 9900 Frederikshavn",535,"Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Delvist uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig"
"Daniel Nyboe Andersen","radikale venstre","Nordjyllands "," Aalborg øst"," Ja ",38," Mand "," Selvstændig "," 9220 Aalborg Øst",736,"Delvist uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig"
"Jesper Hansen","radikale venstre","Nordjyllands "," Brønderslev"," Nej ",48," Mand "," cand.scient. "," 9493 Saltum",194,"Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Thomas Haslund Høj","radikale venstre","Nordjyllands "," Mariagerfjord"," Nej ",38," Mand "," Lærer "," 9550 Mariager",253,"Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig"
"Marianne Jelved","radikale venstre","Nordjyllands "," Hjørring"," Ja ",72," Kvinde "," Kulturminister og kirkeminister "," 2800 Kgs. Lyngby",2171,"Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Kjeld Lundager Jørgensen","radikale venstre","Nordjyllands "," Himmerland"," Ja ",54," Mand "," Agronom "," 9240 Nibe",320,"Delvist uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Helle Sommer Kjærgård","radikale venstre","Nordjyllands "," Thisted"," Nej ",58," Kvinde "," cand.theol. "," 7755 Bedsted Thy",213,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Louise Lundbeck Krog","radikale venstre","Nordjyllands "," Aalborg vest"," Nej ",44," Kvinde "," Byplanlægger "," 9000 Aalborg",640,"Helt uenig","Delvist enig","Delvist uenig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Delvist enig"
"Giajenthiran Velmurugan","radikale venstre","Nordjyllands "," Aalborg nord"," Nej ",26," Mand "," Undervisningsass. "," 9000 Aalborg",479,"Helt uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Hverken enig eller uenig"
"Daniel Rugholm","det konservative folkeparti","Nordjyllands "," Hjørring"," Ja ",33," Mand "," Viceborgmester "," 9800 Hjørring",4009,"Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig"
"Henrik Dalgård Christensen","det konservative folkeparti","Nordjyllands "," Himmerland"," Nej ",45," Mand "," Selvstændig "," 9600 Aars",717,"Delvist enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig","Delvist uenig"
"Torben Overgård","det konservative folkeparti","Nordjyllands "," Thisted"," Nej ",33," Mand "," Studerende "," 7752 Snedsted",409,"Hverken enig eller uenig","Delvist uenig","Delvist uenig","Helt enig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig"
"Line Vanggård Heden Pedersen","det konservative folkeparti","Nordjyllands "," Brønderslev"," Nej ",26," Kvinde "," Landmand "," 9740 Jerslev",776,"Helt enig","Helt uenig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Delvist uenig","Delvist uenig","Delvist enig"
"Morten Thiessen","det konservative folkeparti","Nordjyllands "," Aalborg øst, Aalborg vest, Aalborg nord"," Nej ",49," Mand "," Direktør "," 9000 Aalborg",519,"Helt enig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist enig"
"Paul Rode Andersen","socialistisk folkeparti","Nordjyllands "," Frederikshavn"," Nej ",65," Mand "," Lektor "," 9900 Frederikshavn",405,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Anders Tendal Christiansen","socialistisk folkeparti","Nordjyllands "," Brønderslev"," Nej ",37," Mand "," Fuldmægtig "," 9440 Aabybro",139,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Delvist uenig","Delvist enig","Helt uenig","Delvist uenig"
"Thomas Klimek","socialistisk folkeparti","Nordjyllands "," Himmerland"," Nej ",38," Mand "," Underviser "," 9800 Hjørring",1217,"Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig"
"Thomas Krog","socialistisk folkeparti","Nordjyllands "," Aalborg nord"," Nej ",44," Mand "," Konsulent "," 9700 Brønderslev",1126,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt uenig","Hverken enig eller uenig"
"Peder Larsen","socialistisk folkeparti","Nordjyllands "," Mariagerfjord"," Nej ",42," Mand "," Lærer "," 9550 Mariager",267,"Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Delvist enig","Delvist uenig","Helt uenig"
"Thorkil Olesen","socialistisk folkeparti","Nordjyllands "," Thisted"," Ja ",50," Mand "," Miljøchef "," 7730 Hanstholm",167,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Jacob Klivager Vestergård","socialistisk folkeparti","Nordjyllands "," Aalborg vest"," Nej ",24," Mand "," Studerende "," 9000 Aalborg",215,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt uenig","Delvist uenig"
"Thyra Frank","liberal alliance","Nordjyllands "," Storkredskandidat"," Ja ",63," Kvinde "," Sygeplejerske "," 1812 Frederiksberg C",2768,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Christina Egelund","liberal alliance","Nordjyllands "," Storkredskandidat"," Nej ",37," Kvinde "," Selvstændig "," 9000 Aalborg",3076,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Klaus Hjulmand","liberal alliance","Nordjyllands "," Ukendt"," Nej ",43," Mand "," Sælger, konsulent "," 9900 Frederikshavn",397,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Henrik Viholm","liberal alliance","Nordjyllands "," Storkredskandidat"," Ja ",60," Mand "," Direktør "," 9000 Aalborg",228,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt enig","Delvist enig"
"Bo Ritterbusch","liberal alliance","Nordjyllands "," Storkredskandidat"," Ja ",46," Mand "," Landmand "," 9560 Hadsund",736,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Martin K. Madsen","liberal alliance","Nordjyllands "," Storkredskandidat"," Nej ",29," Mand "," Konsulent "," 9220 Aalborg Øst",510,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Claus Hermansen","liberal alliance","Nordjyllands "," Storkredskandidat"," Nej ",40," Mand "," Frikirkepræst "," 9500 Hobro",340,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Helt enig","Helt enig","Helt enig"
"Ruth Tidemand Nielsen","kristendemokraterne","Nordjyllands "," Frederikshavn"," Ja ",56," Kvinde "," Ufaglært "," 9800 Hjørring",215,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Helt uenig","Delvist enig"
"Lene Meng Andersen","kristendemokraterne","Nordjyllands "," Hjørring"," Ja ",66," Kvinde "," Direktør "," 9850 Hirtshals",90,"Helt enig","Helt enig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
